Player_id,player_name,base_price,set_number,accelerated_list,is_overseas,total_points_sum,total_points_mean,total_points_std,total_points_max,total_points_min,batting_points_sum,batting_points_mean,bowling_points_sum,bowling_points_mean,fielding_points_sum,fielding_points_mean,runs_sum,runs_mean,runs_max,wickets_sum,wickets_mean,wickets_max,catches_sum,catches_mean,total_matches,points_per_match,value_score,consistency_score,batting_specialist,bowling_specialist,all_rounder,cat_AR,cat_BAT,cat_BOWL,cat_WK
13,Harshit Rana,2.0,1,0,False,1712.0,51.878787878787875,47.18895367016363,153.0,-21.0,40.0,1.2121212121212122,1217.0,36.878787878787875,110.0,3.3333333333333335,59.0,1.7878787878787878,34.0,42.0,1.2727272727272727,3.0,11.0,0.3333333333333333,31.0,55.225806451612904,26.298003072196618,1.0765701250514768,0,1,0,False,False,True,False
14,Jofra Archer,2.0,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False
15,Mohammed Shami,2.0,1,0,False,6954.0,58.436974789915965,56.97347563878971,284.0,-24.0,70.0,0.5882352941176471,5299.0,44.529411764705884,290.0,2.436974789915966,84.0,0.7058823529411765,21.0,150.0,1.2605042016806722,4.0,19.0,0.15966386554621848,114.0,61.0,29.047619047619047,1.0079950209301602,0,1,0,False,False,True,False
16,Kagiso Rabada,1.5,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False
17,Nathan Ellis,1.5,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False
18,Akash Deep,1.5,1,0,False,380.0,27.142857142857142,45.872494092710006,135.0,-23.0,61.0,4.357142857142857,149.0,10.642857142857142,20.0,1.4285714285714286,25.0,1.7857142857142858,17.0,11.0,0.7857142857142857,3.0,2.0,0.14285714285714285,14.0,27.142857142857142,16.96428571428571,0.5790785762150988,0,1,0,False,False,True,False
19,Sai Kishore,1.5,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False
20,Vaibhav Arora,1.5,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False
21,Yuzvendra Chahal,1.5,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False
22,Matheesha Pathirana,1.5,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False
23,Digvesh Rathi,1.5,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False
24,Khaleel Ahmed,1.5,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False
25,Vipraj Nigam,1.5,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,False,True,False
26,Suryakumar Yadav,2.0,2,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
27,Shreyas Iyer,2.0,2,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
28,Virat Kohli,2.0,2,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
29,Travis Head,2.0,2,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
30,Sai Sudharsan,2.0,2,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
31,Shubman Gill,2.0,2,0,False,8581.0,72.72033898305085,78.1745674858103,401.0,-19.0,6281.0,53.228813559322035,0.0,0.0,450.0,3.8135593220338984,3866.0,32.76271186440678,129.0,0.0,0.0,0.0,45.0,0.3813559322033898,107.0,80.19626168224299,38.188696039163325,0.9184810387007649,1,0,0,False,True,False,False
32,Aiden Markram,2.0,2,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
33,Rohit Sharma,2.0,2,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
34,Yashasvi Jaiswal,2.0,2,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
35,Tilak Varma,2.0,2,0,False,3288.0,60.888888888888886,42.41469426163739,186.0,-5.0,2420.0,44.81481481481482,8.0,0.14814814814814814,360.0,6.666666666666667,1499.0,27.75925925925926,84.0,0.0,0.0,0.0,32.0,0.5925925925925926,50.0,65.76,31.314285714285717,1.402494936897258,1,0,0,False,True,False,False
36,Ruturaj Gaikwad,2.0,2,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
37,Shimron Hetmyer,2.0,2,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
38,Rajat Patidar,2.0,2,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
39,Finn Allen,2.0,2,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,False,False
